"filename", "language", "JSON with Comments", "JavaScript", "MS SQL", "Markdown", "TypeScript", "JSON", "XML", "TypeScript JSX", "PostCSS", "Diff", "comment", "blank", "total"
"/Users/user/Documents/BlueprintCAD/app/quote/page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 1140, 0, 0, 75, 108, 1323
"/Users/user/Documents/BlueprintCAD/app/quote/page_old.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 726, 0, 0, 20, 81, 827
"/Users/user/Documents/BlueprintCAD/app/register/page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 247, 0, 0, 9, 23, 279
"/Users/user/Documents/BlueprintCAD/app/reset-password/page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 214, 0, 0, 5, 23, 242
"/Users/user/Documents/BlueprintCAD/app/settings/account/page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 225, 0, 0, 3, 24, 252
"/Users/user/Documents/BlueprintCAD/app/settings/page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 791, 0, 0, 20, 35, 846
"/Users/user/Documents/BlueprintCAD/app/share/[token]/page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 337, 0, 0, 17, 28, 382
"/Users/user/Documents/BlueprintCAD/app/storefront/page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 434, 0, 0, 0, 23, 457
"/Users/user/Documents/BlueprintCAD/app/subscription/page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 381, 0, 0, 6, 28, 415
"/Users/user/Documents/BlueprintCAD/app/subscription/success/page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 141, 0, 0, 2, 16, 159
"/Users/user/Documents/BlueprintCAD/app/support/page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 191, 0, 0, 8, 11, 210
"/Users/user/Documents/BlueprintCAD/app/transfer-requests/page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 30, 0, 0, 0, 4, 34
"/Users/user/Documents/BlueprintCAD/app/upload/page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 889, 0, 0, 47, 80, 1016
"/Users/user/Documents/BlueprintCAD/app/verify-email/page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 124, 0, 0, 2, 16, 142
"/Users/user/Documents/BlueprintCAD/backend/lib/activity-logger.js", "JavaScript", 0, 81, 0, 0, 0, 0, 0, 0, 0, 0, 34, 14, 129
"/Users/user/Documents/BlueprintCAD/backend/lib/auth.js", "JavaScript", 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 7, 12, 81
"/Users/user/Documents/BlueprintCAD/backend/lib/cad-formats.js", "JavaScript", 0, 251, 0, 0, 0, 0, 0, 0, 0, 0, 54, 25, 330
"/Users/user/Documents/BlueprintCAD/backend/lib/email-templates.js", "JavaScript", 0, 269, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6, 276
"/Users/user/Documents/BlueprintCAD/backend/lib/email-verification.js", "JavaScript", 0, 70, 0, 0, 0, 0, 0, 0, 0, 0, 14, 21, 105
"/Users/user/Documents/BlueprintCAD/backend/lib/email.js", "JavaScript", 0, 201, 0, 0, 0, 0, 0, 0, 0, 0, 17, 19, 237
"/Users/user/Documents/BlueprintCAD/backend/lib/file-metadata-utils.js", "JavaScript", 0, 90, 0, 0, 0, 0, 0, 0, 0, 0, 24, 16, 130
"/Users/user/Documents/BlueprintCAD/backend/lib/folder-utils.js", "JavaScript", 0, 179, 0, 0, 0, 0, 0, 0, 0, 0, 69, 45, 293
"/Users/user/Documents/BlueprintCAD/backend/lib/generateThumbnail.js", "JavaScript", 0, 390, 0, 0, 0, 0, 0, 0, 0, 0, 85, 75, 550
"/Users/user/Documents/BlueprintCAD/backend/lib/print-cost-config.js", "JavaScript", 0, 178, 0, 0, 0, 0, 0, 0, 0, 0, 14, 10, 202
"/Users/user/Documents/BlueprintCAD/backend/lib/print-cost-estimator.js", "JavaScript", 0, 467, 0, 0, 0, 0, 0, 0, 0, 0, 119, 96, 682
"/Users/user/Documents/BlueprintCAD/backend/lib/print-cost-validator.js", "JavaScript", 0, 271, 0, 0, 0, 0, 0, 0, 0, 0, 39, 40, 350
"/Users/user/Documents/BlueprintCAD/backend/lib/privacy-utils.js", "JavaScript", 0, 79, 0, 0, 0, 0, 0, 0, 0, 0, 40, 21, 140
"/Users/user/Documents/BlueprintCAD/backend/lib/rate-limit.js", "JavaScript", 0, 71, 0, 0, 0, 0, 0, 0, 0, 0, 31, 20, 122
"/Users/user/Documents/BlueprintCAD/backend/lib/stl-printability.js", "JavaScript", 0, 96, 0, 0, 0, 0, 0, 0, 0, 0, 17, 20, 133
"/Users/user/Documents/BlueprintCAD/backend/lib/stl-utils.js", "JavaScript", 0, 104, 0, 0, 0, 0, 0, 0, 0, 0, 39, 35, 178
"/Users/user/Documents/BlueprintCAD/backend/lib/stripe-utils.js", "JavaScript", 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 19, 12, 97
"/Users/user/Documents/BlueprintCAD/backend/lib/subscription-utils.js", "JavaScript", 0, 305, 0, 0, 0, 0, 0, 0, 0, 0, 50, 45, 400
"/Users/user/Documents/BlueprintCAD/backend/lib/thumbnailGenerator.js", "JavaScript", 0, 134, 0, 0, 0, 0, 0, 0, 0, 0, 29, 28, 191
"/Users/user/Documents/BlueprintCAD/backend/lib/thumbnailGeneratorSimple.js", "JavaScript", 0, 211, 0, 0, 0, 0, 0, 0, 0, 0, 36, 26, 273
"/Users/user/Documents/BlueprintCAD/backend/lib/ui/design-system.ts", "TypeScript", 0, 0, 0, 0, 133, 0, 0, 0, 0, 0, 10, 15, 158
"/Users/user/Documents/BlueprintCAD/backend/lib/verification-middleware.js", "JavaScript", 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 11, 8, 47
"/Users/user/Documents/BlueprintCAD/backend/routes/auth.js", "JavaScript", 0, 123, 0, 0, 0, 0, 0, 0, 0, 0, 7, 29, 159
"/Users/user/Documents/BlueprintCAD/backend/routes/cad.js", "JavaScript", 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 5, 10, 70
"/Users/user/Documents/BlueprintCAD/backend/scripts/add-comments-system.js", "JavaScript", 0, 115, 0, 0, 0, 0, 0, 0, 0, 0, 8, 15, 138
"/Users/user/Documents/BlueprintCAD/backend/scripts/add-email-verification.js", "JavaScript", 0, 91, 0, 0, 0, 0, 0, 0, 0, 0, 13, 23, 127
"/Users/user/Documents/BlueprintCAD/backend/scripts/add-extended-profile-fields.js", "JavaScript", 0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 6, 8, 61
"/Users/user/Documents/BlueprintCAD/backend/scripts/add-file-versions.js", "JavaScript", 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 4, 6, 60
"/Users/user/Documents/BlueprintCAD/backend/scripts/add-follow-requests.js", "JavaScript", 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 31
"/Users/user/Documents/BlueprintCAD/backend/scripts/add-messaging-notifications.js", "JavaScript", 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 4, 9, 70
"/Users/user/Documents/BlueprintCAD/backend/scripts/add-oauth-support.js", "JavaScript", 0, 125, 0, 0, 0, 0, 0, 0, 0, 0, 15, 23, 163
"/Users/user/Documents/BlueprintCAD/backend/scripts/add-ownership-transfer.js", "JavaScript", 0, 76, 0, 0, 0, 0, 0, 0, 0, 0, 6, 11, 93
"/Users/user/Documents/BlueprintCAD/backend/scripts/add-private-accounts.js", "JavaScript", 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 29
"/Users/user/Documents/BlueprintCAD/backend/scripts/add-profile-columns.js", "JavaScript", 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 34
"/Users/user/Documents/BlueprintCAD/backend/scripts/add-profile-fields.js", "JavaScript", 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 25
"/Users/user/Documents/BlueprintCAD/backend/scripts/add-project-dimensions.js", "JavaScript", 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 41
"/Users/user/Documents/BlueprintCAD/backend/scripts/add-recovery-tokens-table.js", "JavaScript", 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 3, 7, 58
"/Users/user/Documents/BlueprintCAD/backend/scripts/add-rename-move-support.js", "JavaScript", 0, 92, 0, 0, 0, 0, 0, 0, 0, 0, 7, 16, 115
"/Users/user/Documents/BlueprintCAD/backend/scripts/check-comments.js", "JavaScript", 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 23
"/Users/user/Documents/BlueprintCAD/backend/scripts/check-schema.js", "JavaScript", 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 24
"/Users/user/Documents/BlueprintCAD/backend/scripts/check-users.js", "JavaScript", 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 21
"/Users/user/Documents/BlueprintCAD/backend/scripts/create-follows-table.js", "JavaScript", 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 3, 6, 41
"/Users/user/Documents/BlueprintCAD/backend/scripts/create-forum-tables.js", "JavaScript", 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 3, 8, 77
"/Users/user/Documents/BlueprintCAD/backend/scripts/debug-file.js", "JavaScript", 0, 44, 0, 0, 0, 0, 0, 0, 0, 0, 3, 8, 55
"/Users/user/Documents/BlueprintCAD/backend/scripts/fix-uploaded-filenames.js", "JavaScript", 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 4, 7, 42
"/Users/user/Documents/BlueprintCAD/backend/scripts/force_all_previews_work.js", "JavaScript", 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 4, 7, 47
"/Users/user/Documents/BlueprintCAD/backend/scripts/generate-existing-thumbnails.js", "JavaScript", 0, 91, 0, 0, 0, 0, 0, 0, 0, 0, 11, 21, 123
"/Users/user/Documents/BlueprintCAD/backend/scripts/generate-missing-thumbnails.js", "JavaScript", 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 5, 13, 69
"/Users/user/Documents/BlueprintCAD/backend/scripts/migrate-existing-projects-to-versions.js", "JavaScript", 0, 72, 0, 0, 0, 0, 0, 0, 0, 0, 4, 8, 84
"/Users/user/Documents/BlueprintCAD/backend/scripts/migrate-nested-folders.js", "JavaScript", 0, 95, 0, 0, 0, 0, 0, 0, 0, 0, 5, 11, 111
"/Users/user/Documents/BlueprintCAD/backend/scripts/migrate-thumbnails.js", "JavaScript", 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 7, 14, 83
"/Users/user/Documents/BlueprintCAD/backend/scripts/run-migration.js", "JavaScript", 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7, 30
"/Users/user/Documents/BlueprintCAD/backend/scripts/sync_uploads_with_db.js", "JavaScript", 0, 44, 0, 0, 0, 0, 0, 0, 0, 0, 5, 8, 57
"/Users/user/Documents/BlueprintCAD/backend/scripts/test-privacy-filter.js", "JavaScript", 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7, 59
"/Users/user/Documents/BlueprintCAD/backend/scripts/test-recovery-system.js", "JavaScript", 0, 74, 0, 0, 0, 0, 0, 0, 0, 0, 11, 15, 100
"/Users/user/Documents/BlueprintCAD/backend/scripts/verify-migration.js", "JavaScript", 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 4, 10, 55
"/Users/user/Documents/BlueprintCAD/backend/scripts/verify-schema.js", "JavaScript", 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 3, 7, 37
"/Users/user/Documents/BlueprintCAD/backend/server.js", "JavaScript", 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 11, 14, 76
"/Users/user/Documents/BlueprintCAD/components/LicenseSelectionModal.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 245, 0, 0, 7, 23, 275
"/Users/user/Documents/BlueprintCAD/db/db.js", "JavaScript", 0, 254, 0, 0, 0, 0, 0, 0, 0, 0, 7, 7, 268
"/Users/user/Documents/BlueprintCAD/db/migrations/002_orders_schema.sql", "MS SQL", 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 1, 3, 44
"/Users/user/Documents/BlueprintCAD/db/migrations/003_issues_schema.js", "JavaScript", 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 2, 7, 70
"/Users/user/Documents/BlueprintCAD/db/migrations/004_cad_editor_schema.js", "JavaScript", 0, 95, 0, 0, 0, 0, 0, 0, 0, 0, 4, 10, 109
"/Users/user/Documents/BlueprintCAD/db/migrations/005_add_user_tier.js", "JavaScript", 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 29
"/Users/user/Documents/BlueprintCAD/db/migrations/006_add_subscriptions.js", "JavaScript", 0, 113, 0, 0, 0, 0, 0, 0, 0, 0, 11, 17, 141
"/Users/user/Documents/BlueprintCAD/db/migrations/007_add_file_branches.js", "JavaScript", 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 8, 15, 123
"/Users/user/Documents/BlueprintCAD/db/migrations/008_make_branch_id_nullable.js", "JavaScript", 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 8, 13, 69
"/Users/user/Documents/BlueprintCAD/db/migrations/009_add_file_metadata.js", "JavaScript", 0, 87, 0, 0, 0, 0, 0, 0, 0, 0, 9, 18, 114
"/Users/user/Documents/BlueprintCAD/db/migrations/010_backfill_file_metadata.js", "JavaScript", 0, 96, 0, 0, 0, 0, 0, 0, 0, 0, 10, 17, 123
"/Users/user/Documents/BlueprintCAD/db/migrations/011_add_notification_dismissed.js", "JavaScript", 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9, 41
"/Users/user/Documents/BlueprintCAD/db/migrations/012_add_activity_log.js", "JavaScript", 0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 2, 9, 57
"/Users/user/Documents/BlueprintCAD/db/migrations/013_add_analytics_tables.js", "JavaScript", 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 3, 10, 68
"/Users/user/Documents/BlueprintCAD/db/migrations/013_add_share_links.js", "JavaScript", 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 3, 11, 59
"/Users/user/Documents/BlueprintCAD/db/migrations/014_storefront_licenses.sql", "MS SQL", 0, 0, 132, 0, 0, 0, 0, 0, 0, 0, 13, 14, 159
"/Users/user/Documents/BlueprintCAD/db/migrations/add_feature_trees.sql", "MS SQL", 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 1, 2, 15
"/Users/user/Documents/BlueprintCAD/db/migrations/add_thumbnail_path.sql", "MS SQL", 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 5, 4, 15
"/Users/user/Documents/BlueprintCAD/db/migrations/check-orders.js", "JavaScript", 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 4, 9, 66
"/Users/user/Documents/BlueprintCAD/db/migrations/grant_full_access.js", "JavaScript", 0, 82, 0, 0, 0, 0, 0, 0, 0, 0, 6, 16, 104
"/Users/user/Documents/BlueprintCAD/db/migrations/run-orders-migration.js", "JavaScript", 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 4, 5, 23
"/Users/user/Documents/BlueprintCAD/db/migrations/setup-cad-user.js", "JavaScript", 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 3, 8, 52
"/Users/user/Documents/BlueprintCAD/eslint.config.mjs", "JavaScript", 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 19
"/Users/user/Documents/BlueprintCAD/frontend/components/ActivityPanel.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 249, 0, 0, 7, 26, 282
"/Users/user/Documents/BlueprintCAD/frontend/components/BranchManagementModal.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 401, 0, 0, 1, 29, 431
"/Users/user/Documents/BlueprintCAD/frontend/components/CADViewer.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 401, 0, 0, 53, 51, 505
"/Users/user/Documents/BlueprintCAD/frontend/components/CADViewerModal.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 82, 0, 0, 4, 8, 94
"/Users/user/Documents/BlueprintCAD/frontend/components/ChangeRoleModal.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 138, 0, 0, 1, 17, 156
"/Users/user/Documents/BlueprintCAD/frontend/components/CommentSystem.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 510, 0, 0, 25, 48, 583
"/Users/user/Documents/BlueprintCAD/frontend/components/ConfirmationModal.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 95, 0, 0, 0, 6, 101
"/Users/user/Documents/BlueprintCAD/frontend/components/CreateFolderModal.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 119, 0, 0, 0, 11, 130
"/Users/user/Documents/BlueprintCAD/frontend/components/FileVersioning.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 274, 0, 0, 0, 26, 300
"/Users/user/Documents/BlueprintCAD/frontend/components/FolderCard.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 162, 0, 0, 0, 10, 172
"/Users/user/Documents/BlueprintCAD/frontend/components/FolderContextSidebar.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 484, 0, 0, 5, 42, 531
