"filename", "language", "TypeScript", "JSON with Comments", "JavaScript", "Markdown", "XML", "PostCSS", "TypeScript JSX", "JSON", "MS SQL", "comment", "blank", "total"
"c:\Users\codye\forge\lib\cad\mate-solver.ts", "TypeScript", 436, 0, 0, 0, 0, 0, 0, 0, 0, 94, 98, 628
"c:\Users\codye\forge\lib\cad\mate-system.ts", "TypeScript", 412, 0, 0, 0, 0, 0, 0, 0, 0, 102, 79, 593
"c:\Users\codye\forge\lib\cad\optimized-solver.ts", "TypeScript", 688, 0, 0, 0, 0, 0, 0, 0, 0, 125, 118, 931
"c:\Users\codye\forge\lib\cad\pattern-features.ts", "TypeScript", 704, 0, 0, 0, 0, 0, 0, 0, 0, 122, 129, 955
"c:\Users\codye\forge\lib\cad\shell-integration.ts", "TypeScript", 476, 0, 0, 0, 0, 0, 0, 0, 0, 85, 84, 645
"c:\Users\codye\forge\lib\cad\shell-operation.ts", "TypeScript", 555, 0, 0, 0, 0, 0, 0, 0, 0, 89, 111, 755
"c:\Users\codye\forge\lib\cad\sketch-solver.ts", "TypeScript", 161, 0, 0, 0, 0, 0, 0, 0, 0, 8, 47, 216
"c:\Users\codye\forge\lib\cad\sketch-tools.ts", "TypeScript", 623, 0, 0, 0, 0, 0, 0, 0, 0, 149, 120, 892
"c:\Users\codye\forge\lib\cad\solver-integration.ts", "TypeScript", 401, 0, 0, 0, 0, 0, 0, 0, 0, 119, 84, 604
"c:\Users\codye\forge\lib\cad\sweep-loft-integration.ts", "TypeScript", 422, 0, 0, 0, 0, 0, 0, 0, 0, 92, 108, 622
"c:\Users\codye\forge\lib\cad\sweep-loft.ts", "TypeScript", 664, 0, 0, 0, 0, 0, 0, 0, 0, 130, 147, 941
"c:\Users\codye\forge\lib\cad\video-exporter.ts", "TypeScript", 166, 0, 0, 0, 0, 0, 0, 0, 0, 65, 40, 271
"c:\Users\codye\forge\lib\db.js", "JavaScript", 0, 0, 196, 0, 0, 0, 0, 0, 0, 5, 6, 207
"c:\Users\codye\forge\lib\email-templates.js", "JavaScript", 0, 0, 269, 0, 0, 0, 0, 0, 0, 1, 6, 276
"c:\Users\codye\forge\lib\email-verification.js", "JavaScript", 0, 0, 61, 0, 0, 0, 0, 0, 0, 14, 20, 95
"c:\Users\codye\forge\lib\email.js", "JavaScript", 0, 0, 201, 0, 0, 0, 0, 0, 0, 17, 19, 237
"c:\Users\codye\forge\lib\folder-utils.js", "JavaScript", 0, 0, 179, 0, 0, 0, 0, 0, 0, 69, 45, 293
"c:\Users\codye\forge\lib\print-cost-config.js", "JavaScript", 0, 0, 178, 0, 0, 0, 0, 0, 0, 14, 10, 202
"c:\Users\codye\forge\lib\print-cost-estimator.js", "JavaScript", 0, 0, 367, 0, 0, 0, 0, 0, 0, 92, 81, 540
"c:\Users\codye\forge\lib\print-cost-validator.js", "JavaScript", 0, 0, 271, 0, 0, 0, 0, 0, 0, 39, 40, 350
"c:\Users\codye\forge\lib\privacy-utils.js", "JavaScript", 0, 0, 79, 0, 0, 0, 0, 0, 0, 40, 21, 140
"c:\Users\codye\forge\lib\rate-limit.js", "JavaScript", 0, 0, 71, 0, 0, 0, 0, 0, 0, 31, 20, 122
"c:\Users\codye\forge\lib\stl-printability.js", "JavaScript", 0, 0, 96, 0, 0, 0, 0, 0, 0, 17, 20, 133
"c:\Users\codye\forge\lib\stl-utils.js", "JavaScript", 0, 0, 104, 0, 0, 0, 0, 0, 0, 39, 35, 178
"c:\Users\codye\forge\lib\stripe-utils.js", "JavaScript", 0, 0, 66, 0, 0, 0, 0, 0, 0, 19, 12, 97
"c:\Users\codye\forge\lib\thumbnailGenerator.js", "JavaScript", 0, 0, 134, 0, 0, 0, 0, 0, 0, 29, 28, 191
"c:\Users\codye\forge\lib\thumbnailGeneratorSimple.js", "JavaScript", 0, 0, 211, 0, 0, 0, 0, 0, 0, 36, 26, 273
"c:\Users\codye\forge\lib\verification-middleware.js", "JavaScript", 0, 0, 23, 0, 0, 0, 0, 0, 0, 12, 7, 42
"c:\Users\codye\forge\migrations\002_orders_schema.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 40, 1, 3, 44
"c:\Users\codye\forge\migrations\003_issues_schema.js", "JavaScript", 0, 0, 61, 0, 0, 0, 0, 0, 0, 2, 7, 70
"c:\Users\codye\forge\migrations\004_cad_editor_schema.js", "JavaScript", 0, 0, 95, 0, 0, 0, 0, 0, 0, 4, 10, 109
"c:\Users\codye\forge\migrations\005_add_user_tier.js", "JavaScript", 0, 0, 23, 0, 0, 0, 0, 0, 0, 1, 5, 29
"c:\Users\codye\forge\migrations\add_feature_trees.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 12, 1, 2, 15
"c:\Users\codye\forge\migrations\add_thumbnail_path.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 6, 5, 4, 15
"c:\Users\codye\forge\migrations\check-orders.js", "JavaScript", 0, 0, 53, 0, 0, 0, 0, 0, 0, 4, 9, 66
"c:\Users\codye\forge\migrations\run-orders-migration.js", "JavaScript", 0, 0, 14, 0, 0, 0, 0, 0, 0, 4, 5, 23
"c:\Users\codye\forge\migrations\setup-cad-user.js", "JavaScript", 0, 0, 41, 0, 0, 0, 0, 0, 0, 3, 8, 52
"c:\Users\codye\forge\next.config.js", "JavaScript", 0, 0, 11, 0, 0, 0, 0, 0, 0, 3, 1, 15
"c:\Users\codye\forge\package-lock.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 7062, 0, 0, 1, 7063
"c:\Users\codye\forge\package.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 46, 0, 0, 1, 47
"c:\Users\codye\forge\pages\_app.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 2, 7
"c:\Users\codye\forge\pages\api\auth\[...nextauth].js", "JavaScript", 0, 0, 204, 0, 0, 0, 0, 0, 0, 16, 39, 259
"c:\Users\codye\forge\pages\api\auth\disconnect.js", "JavaScript", 0, 0, 57, 0, 0, 0, 0, 0, 0, 7, 14, 78
"c:\Users\codye\forge\pages\api\auth\forgot-password.ts", "TypeScript", 71, 0, 0, 0, 0, 0, 0, 0, 0, 11, 16, 98
"c:\Users\codye\forge\pages\api\auth\forgot-username.ts", "TypeScript", 60, 0, 0, 0, 0, 0, 0, 0, 0, 6, 13, 79
"c:\Users\codye\forge\pages\api\auth\login.js", "JavaScript", 0, 0, 41, 0, 0, 0, 0, 0, 0, 4, 10, 55
"c:\Users\codye\forge\pages\api\auth\providers.js", "JavaScript", 0, 0, 41, 0, 0, 0, 0, 0, 0, 3, 9, 53
"c:\Users\codye\forge\pages\api\auth\register.js", "JavaScript", 0, 0, 73, 0, 0, 0, 0, 0, 0, 10, 17, 100
"c:\Users\codye\forge\pages\api\auth\resend-verification.js", "JavaScript", 0, 0, 62, 0, 0, 0, 0, 0, 0, 9, 14, 85
"c:\Users\codye\forge\pages\api\auth\reset-password.ts", "TypeScript", 53, 0, 0, 0, 0, 0, 0, 0, 0, 6, 14, 73
"c:\Users\codye\forge\pages\api\auth\verify-email.js", "JavaScript", 0, 0, 37, 0, 0, 0, 0, 0, 0, 5, 10, 52
"c:\Users\codye\forge\pages\api\cad\assemblies\[id].ts", "TypeScript", 139, 0, 0, 0, 0, 0, 0, 0, 0, 4, 25, 168
"c:\Users\codye\forge\pages\api\cad\assemblies\index.ts", "TypeScript", 112, 0, 0, 0, 0, 0, 0, 0, 0, 2, 17, 131
"c:\Users\codye\forge\pages\api\cad\files\[id].js", "JavaScript", 0, 0, 57, 0, 0, 0, 0, 0, 0, 4, 11, 72
"c:\Users\codye\forge\pages\api\cad\files\[id]\metadata.ts", "TypeScript", 126, 0, 0, 0, 0, 0, 0, 0, 0, 13, 29, 168
"c:\Users\codye\forge\pages\api\cad\files\[id]\reference.ts", "TypeScript", 57, 0, 0, 0, 0, 0, 0, 0, 0, 2, 11, 70
"c:\Users\codye\forge\pages\api\cad\files\[id]\save.js", "JavaScript", 0, 0, 91, 0, 0, 0, 0, 0, 0, 7, 16, 114
"c:\Users\codye\forge\pages\api\cad\files\[id]\versions.js", "JavaScript", 0, 0, 59, 0, 0, 0, 0, 0, 0, 3, 11, 73
"c:\Users\codye\forge\pages\api\cad\files\index.ts", "TypeScript", 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 49
"c:\Users\codye\forge\pages\api\cad\files\upload.js", "JavaScript", 0, 0, 65, 0, 0, 0, 0, 0, 0, 4, 16, 85
"c:\Users\codye\forge\pages\api\cad\list.js", "JavaScript", 0, 0, 57, 0, 0, 0, 0, 0, 0, 3, 9, 69
"c:\Users\codye\forge\pages\api\comments\[commentId]\reactions.ts", "TypeScript", 40, 0, 0, 0, 0, 0, 0, 0, 0, 3, 8, 51
"c:\Users\codye\forge\pages\api\comments\on\[entityType]\[entityId].ts", "TypeScript", 156, 0, 0, 0, 0, 0, 0, 0, 0, 13, 25, 194
"c:\Users\codye\forge\pages\api\files\[file].ts", "TypeScript", 80, 0, 0, 0, 0, 0, 0, 0, 0, 20, 26, 126
"c:\Users\codye\forge\pages\api\folders\[id]\activity.ts", "TypeScript", 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 36
"c:\Users\codye\forge\pages\api\folders\[id]\breadcrumb.ts", "TypeScript", 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 22
"c:\Users\codye\forge\pages\api\folders\[id]\comments.ts", "TypeScript", 78, 0, 0, 0, 0, 0, 0, 0, 0, 2, 12, 92
"c:\Users\codye\forge\pages\api\folders\[id]\index.ts", "TypeScript", 113, 0, 0, 0, 0, 0, 0, 0, 0, 4, 21, 138
"c:\Users\codye\forge\pages\api\folders\[id]\members.ts", "TypeScript", 91, 0, 0, 0, 0, 0, 0, 0, 0, 5, 18, 114
"c:\Users\codye\forge\pages\api\folders\[id]\members\[memberId].ts", "TypeScript", 76, 0, 0, 0, 0, 0, 0, 0, 0, 4, 18, 98
"c:\Users\codye\forge\pages\api\folders\[id]\members\[memberId]\role.ts", "TypeScript", 116, 0, 0, 0, 0, 0, 0, 0, 0, 18, 33, 167
"c:\Users\codye\forge\pages\api\folders\[id]\move-folder.ts", "TypeScript", 121, 0, 0, 0, 0, 0, 0, 0, 0, 11, 24, 156
"c:\Users\codye\forge\pages\api\folders\[id]\rename.ts", "TypeScript", 80, 0, 0, 0, 0, 0, 0, 0, 0, 7, 19, 106
"c:\Users\codye\forge\pages\api\folders\index.ts", "TypeScript", 90, 0, 0, 0, 0, 0, 0, 0, 0, 3, 18, 111
"c:\Users\codye\forge\pages\api\folders\move.ts", "TypeScript", 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 42
"c:\Users\codye\forge\pages\api\folders\tree.ts", "TypeScript", 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 28
"c:\Users\codye\forge\pages\api\forum\[id].ts", "TypeScript", 88, 0, 0, 0, 0, 0, 0, 0, 0, 8, 25, 121
"c:\Users\codye\forge\pages\api\forum\threads.ts", "TypeScript", 71, 0, 0, 0, 0, 0, 0, 0, 0, 4, 17, 92
"c:\Users\codye\forge\pages\api\invitations\[id].ts", "TypeScript", 64, 0, 0, 0, 0, 0, 0, 0, 0, 3, 12, 79
"c:\Users\codye\forge\pages\api\invitations\index.ts", "TypeScript", 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 41
"c:\Users\codye\forge\pages\api\issues\[id]\update.js", "JavaScript", 0, 0, 88, 0, 0, 0, 0, 0, 0, 7, 21, 116
"c:\Users\codye\forge\pages\api\issues\list.js", "JavaScript", 0, 0, 127, 0, 0, 0, 0, 0, 0, 9, 26, 162
"c:\Users\codye\forge\pages\api\issues\submit.js", "JavaScript", 0, 0, 104, 0, 0, 0, 0, 0, 0, 11, 20, 135
"c:\Users\codye\forge\pages\api\manufacturing-orders\create.js", "JavaScript", 0, 0, 101, 0, 0, 0, 0, 0, 0, 6, 14, 121
"c:\Users\codye\forge\pages\api\messages.ts", "TypeScript", 99, 0, 0, 0, 0, 0, 0, 0, 0, 9, 21, 129
"c:\Users\codye\forge\pages\api\messages\[username].ts", "TypeScript", 39, 0, 0, 0, 0, 0, 0, 0, 0, 4, 10, 53
"c:\Users\codye\forge\pages\api\notifications.ts", "TypeScript", 50, 0, 0, 0, 0, 0, 0, 0, 0, 4, 11, 65
"c:\Users\codye\forge\pages\api\orders\checkout.js", "JavaScript", 0, 0, 69, 0, 0, 0, 0, 0, 0, 10, 20, 99
"c:\Users\codye\forge\pages\api\orders\confirm.js", "JavaScript", 0, 0, 109, 0, 0, 0, 0, 0, 0, 13, 21, 143
"c:\Users\codye\forge\pages\api\orders\download.js", "JavaScript", 0, 0, 61, 0, 0, 0, 0, 0, 0, 12, 18, 91
"c:\Users\codye\forge\pages\api\orders\my-orders.js", "JavaScript", 0, 0, 68, 0, 0, 0, 0, 0, 0, 5, 13, 86
"c:\Users\codye\forge\pages\api\orders\refund.js", "JavaScript", 0, 0, 92, 0, 0, 0, 0, 0, 0, 9, 18, 119
"c:\Users\codye\forge\pages\api\ownership-transfer\[requestId].ts", "TypeScript", 170, 0, 0, 0, 0, 0, 0, 0, 0, 27, 41, 238
"c:\Users\codye\forge\pages\api\ownership-transfer\index.ts", "TypeScript", 137, 0, 0, 0, 0, 0, 0, 0, 0, 11, 19, 167
"c:\Users\codye\forge\pages\api\projects\[id]\comments.js", "JavaScript", 0, 0, 49, 0, 0, 0, 0, 0, 0, 0, 9, 58
"c:\Users\codye\forge\pages\api\projects\[id]\index.js", "JavaScript", 0, 0, 106, 0, 0, 0, 0, 0, 0, 10, 24, 140
"c:\Users\codye\forge\pages\api\projects\[id]\like.js", "JavaScript", 0, 0, 47, 0, 0, 0, 0, 0, 0, 1, 7, 55
"c:\Users\codye\forge\pages\api\projects\[id]\rename.ts", "TypeScript", 78, 0, 0, 0, 0, 0, 0, 0, 0, 7, 17, 102
"c:\Users\codye\forge\pages\api\projects\[id]\restore-version.ts", "TypeScript", 61, 0, 0, 0, 0, 0, 0, 0, 0, 7, 15, 83
"c:\Users\codye\forge\pages\api\projects\[id]\upload-version.ts", "TypeScript", 134, 0, 0, 0, 0, 0, 0, 0, 0, 12, 27, 173
"c:\Users\codye\forge\pages\api\projects\[id]\versions.ts", "TypeScript", 44, 0, 0, 0, 0, 0, 0, 0, 0, 4, 8, 56
"c:\Users\codye\forge\pages\api\projects\estimate.js", "JavaScript", 0, 0, 134, 0, 0, 0, 0, 0, 0, 4, 18, 156
"c:\Users\codye\forge\pages\api\projects\index.js", "JavaScript", 0, 0, 135, 0, 0, 0, 0, 0, 0, 7, 19, 161
"c:\Users\codye\forge\pages\api\projects\move.ts", "TypeScript", 90, 0, 0, 0, 0, 0, 0, 0, 0, 8, 18, 116
"c:\Users\codye\forge\pages\api\quote\analyze.js", "JavaScript", 0, 0, 102, 0, 0, 0, 0, 0, 0, 8, 24, 134
"c:\Users\codye\forge\pages\api\rename-move-history\[entityType]\[entityId].ts", "TypeScript", 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 42
"c:\Users\codye\forge\pages\api\stats.js", "JavaScript", 0, 0, 18, 0, 0, 0, 0, 0, 0, 1, 4, 23
"c:\Users\codye\forge\pages\api\thumbnails\generate.ts", "TypeScript", 62, 0, 0, 0, 0, 0, 0, 0, 0, 12, 16, 90
"c:\Users\codye\forge\pages\api\upload.js", "JavaScript", 0, 0, 109, 0, 0, 0, 0, 0, 0, 11, 17, 137
"c:\Users\codye\forge\pages\api\users\[username]\follow.js", "JavaScript", 0, 0, 69, 0, 0, 0, 0, 0, 0, 7, 15, 91
"c:\Users\codye\forge\pages\api\users\[username]\followers.js", "JavaScript", 0, 0, 94, 0, 0, 0, 0, 0, 0, 9, 16, 119
"c:\Users\codye\forge\pages\api\users\[username]\following.js", "JavaScript", 0, 0, 94, 0, 0, 0, 0, 0, 0, 10, 16, 120
"c:\Users\codye\forge\pages\api\users\[username]\index.js", "JavaScript", 0, 0, 87, 0, 0, 0, 0, 0, 0, 9, 16, 112
"c:\Users\codye\forge\pages\api\users\check-pending.js", "JavaScript", 0, 0, 27, 0, 0, 0, 0, 0, 0, 2, 8, 37
"c:\Users\codye\forge\pages\api\users\follow-request.js", "JavaScript", 0, 0, 57, 0, 0, 0, 0, 0, 0, 8, 16, 81
"c:\Users\codye\forge\pages\api\users\follow-requests.js", "JavaScript", 0, 0, 26, 0, 0, 0, 0, 0, 0, 2, 6, 34
"c:\Users\codye\forge\pages\api\users\follow.js", "JavaScript", 0, 0, 46, 0, 0, 0, 0, 0, 0, 5, 10, 61
"c:\Users\codye\forge\pages\api\users\profile-picture\[file].ts", "TypeScript", 31, 0, 0, 0, 0, 0, 0, 0, 0, 2, 8, 41
"c:\Users\codye\forge\pages\api\users\profile.ts", "TypeScript", 140, 0, 0, 0, 0, 0, 0, 0, 0, 17, 28, 185
"c:\Users\codye\forge\pages\api\users\search.ts", "TypeScript", 24, 0, 0, 0, 0, 0, 0, 0, 0, 2, 7, 33
"c:\Users\codye\forge\pages\api\users\update-privacy.js", "JavaScript", 0, 0, 29, 0, 0, 0, 0, 0, 0, 1, 8, 38
"c:\Users\codye\forge\pages\folders\[id].tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 847, 0, 0, 10, 67, 924
"c:\Users\codye\forge\pages\folders\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 348, 0, 0, 5, 28, 381
"c:\Users\codye\forge\pages\transfer-requests.js", "JavaScript", 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 3, 21
"c:\Users\codye\forge\postcss.config.js", "JavaScript", 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 6
"c:\Users\codye\forge\postcss.config.mjs", "JavaScript", 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 2, 9
"c:\Users\codye\forge\public\file.svg", "XML", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\Users\codye\forge\public\globe.svg", "XML", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\Users\codye\forge\public\next.svg", "XML", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\Users\codye\forge\public\output.css", "PostCSS", 0, 0, 0, 0, 0, 1627, 0, 0, 0, 168, 435, 2230
"c:\Users\codye\forge\public\vercel.svg", "XML", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\Users\codye\forge\public\window.svg", "XML", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\Users\codye\forge\run-migration.js", "JavaScript", 0, 0, 72, 0, 0, 0, 0, 0, 0, 3, 9, 84
"c:\Users\codye\forge\scripts\add-comments-system.js", "JavaScript", 0, 0, 115, 0, 0, 0, 0, 0, 0, 8, 15, 138
"c:\Users\codye\forge\scripts\add-email-verification.js", "JavaScript", 0, 0, 91, 0, 0, 0, 0, 0, 0, 13, 23, 127
"c:\Users\codye\forge\scripts\add-extended-profile-fields.js", "JavaScript", 0, 0, 47, 0, 0, 0, 0, 0, 0, 6, 8, 61
"c:\Users\codye\forge\scripts\add-file-versions.js", "JavaScript", 0, 0, 50, 0, 0, 0, 0, 0, 0, 4, 6, 60
"c:\Users\codye\forge\scripts\add-follow-requests.js", "JavaScript", 0, 0, 25, 0, 0, 0, 0, 0, 0, 1, 5, 31
"c:\Users\codye\forge\scripts\add-messaging-notifications.js", "JavaScript", 0, 0, 57, 0, 0, 0, 0, 0, 0, 4, 9, 70
"c:\Users\codye\forge\scripts\add-oauth-support.js", "JavaScript", 0, 0, 125, 0, 0, 0, 0, 0, 0, 15, 23, 163
"c:\Users\codye\forge\scripts\add-ownership-transfer.js", "JavaScript", 0, 0, 76, 0, 0, 0, 0, 0, 0, 6, 11, 93
"c:\Users\codye\forge\scripts\add-private-accounts.js", "JavaScript", 0, 0, 23, 0, 0, 0, 0, 0, 0, 1, 5, 29
"c:\Users\codye\forge\scripts\add-profile-columns.js", "JavaScript", 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 6, 34
"c:\Users\codye\forge\scripts\add-profile-fields.js", "JavaScript", 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 4, 25
"c:\Users\codye\forge\scripts\add-project-dimensions.js", "JavaScript", 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 6, 41
"c:\Users\codye\forge\scripts\add-recovery-tokens-table.js", "JavaScript", 0, 0, 48, 0, 0, 0, 0, 0, 0, 3, 7, 58
"c:\Users\codye\forge\scripts\add-rename-move-support.js", "JavaScript", 0, 0, 92, 0, 0, 0, 0, 0, 0, 7, 16, 115
"c:\Users\codye\forge\scripts\check-comments.js", "JavaScript", 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 6, 23
"c:\Users\codye\forge\scripts\check-schema.js", "JavaScript", 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 6, 24
"c:\Users\codye\forge\scripts\check-users.js", "JavaScript", 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 5, 21
"c:\Users\codye\forge\scripts\create-follows-table.js", "JavaScript", 0, 0, 32, 0, 0, 0, 0, 0, 0, 3, 6, 41
"c:\Users\codye\forge\scripts\create-forum-tables.js", "JavaScript", 0, 0, 66, 0, 0, 0, 0, 0, 0, 3, 8, 77
"c:\Users\codye\forge\scripts\debug-file.js", "JavaScript", 0, 0, 44, 0, 0, 0, 0, 0, 0, 3, 8, 55
"c:\Users\codye\forge\scripts\generate-existing-thumbnails.js", "JavaScript", 0, 0, 91, 0, 0, 0, 0, 0, 0, 11, 21, 123
"c:\Users\codye\forge\scripts\migrate-existing-projects-to-versions.js", "JavaScript", 0, 0, 72, 0, 0, 0, 0, 0, 0, 4, 8, 84
"c:\Users\codye\forge\scripts\migrate-nested-folders.js", "JavaScript", 0, 0, 95, 0, 0, 0, 0, 0, 0, 5, 11, 111
"c:\Users\codye\forge\scripts\migrate-thumbnails.js", "JavaScript", 0, 0, 62, 0, 0, 0, 0, 0, 0, 7, 14, 83
"c:\Users\codye\forge\scripts\run-migration.js", "JavaScript", 0, 0, 22, 0, 0, 0, 0, 0, 0, 1, 7, 30
"c:\Users\codye\forge\scripts\test-privacy-filter.js", "JavaScript", 0, 0, 51, 0, 0, 0, 0, 0, 0, 1, 7, 59
"c:\Users\codye\forge\scripts\test-recovery-system.js", "JavaScript", 0, 0, 74, 0, 0, 0, 0, 0, 0, 11, 15, 100
"c:\Users\codye\forge\scripts\verify-migration.js", "JavaScript", 0, 0, 41, 0, 0, 0, 0, 0, 0, 4, 10, 55
"c:\Users\codye\forge\scripts\verify-schema.js", "JavaScript", 0, 0, 27, 0, 0, 0, 0, 0, 0, 3, 7, 37
"c:\Users\codye\forge\tailwind.config.js", "JavaScript", 0, 0, 25, 0, 0, 0, 0, 0, 0, 1, 0, 26
"c:\Users\codye\forge\tsconfig.json", "JSON with Comments", 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 1, 43
"c:\Users\codye\forge\types\index.ts", "TypeScript", 88, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 94
"c:\Users\codye\forge\types\next-auth.d.ts", "TypeScript", 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 36
"Total", "-", 20405, 42, 7889, 15880, 5, 1668, 27224, 7108, 58, 5863, 13038, 99180
